term
restaurant
bar
coffee shop
deli
café
steakhouse
steak house
tea house
eatery
tavern
grill
beer garden
beer hall
winery
dinner theater
fruit parlor
ice cream shop
bagel shop
diner
pub
brewpub
brewery
yogurt
sweets and dessert buffet
sandwich shop
distillery
student union
food court
donut shop
salad shop
cider mill
bbq area
soup shop
kebab shop
cafeteria
pastry shop
